name,position,age,market_value,country_from,league_from,club_from,country_to,league_to,club_to,fee,loan,successful_transfer
Filip Majchrowicz,Goalkeeper,22,1.3,Poland,Ekstraklasa,Radomiak Radom,Cyprus,Protathlima Cyta,Pafos FC,0.05,TRUE,0
Marcel Lotka,Goalkeeper,21,1.3,Germany,Bundesliga,Hertha BSC,Germany,Bundesliga,Borussia Dortmund,0,FALSE,0
Jamilu Collins,Left-Back,27,1.3,Germany,2. Bundesliga,SC Paderborn 07,Wales,Championship,Cardiff City,0,FALSE,1
Ahmet Oguz,Right-Back,29,1.3,Turkey,Süper Lig,Sivasspor,Turkey,Süper Lig,Konyaspor,0,FALSE,0
Paul Nebel,Right Winger,19,1.3,Germany,Bundesliga,1.FSV Mainz 05,Germany,2. Bundesliga,Karlsruher SC,0,TRUE,1
Baptiste Guillaume,Centre-Forward,27,1.3,France,Ligue 2,Valenciennes FC,France,Ligue 2,EA Guingamp,0,FALSE,0
Felipe Aguilar,Centre-Back,29,1.3,Brazil,Série A,Club Athletico Paranaense,Argentina,Liga Profesional,Club Atlético Lanús,0,TRUE,0
Bradley Mazikou,Left-Back,26,1.3,Bulgaria,efbet Liga,CSKA-Sofia,Greece,Super League 1,Aris Thessaloniki,0,FALSE,0
Gianni Bruno,Centre-Forward,30,1.3,Belgium,Jupiler Pro League,KAA Gent,Belgium,Jupiler Pro League,Sint-Truidense VV,0,TRUE,0
Natanael,Left-Back,31,1.3,Brazil,Série A,Sport Club Internacional,Brazil,Série A,Avaí Futebol Clube (SC),0,FALSE,0
Andrea La Mantia,Centre-Forward,31,1.3,Italy,Serie A,FC Empoli,Italy,Serie B,SPAL,0,TRUE,0
Thomas Didillon,Goalkeeper,26,1.3,Belgium,Jupiler Pro League,Cercle Brugge,Monaco,Ligue 1,AS Monaco,0,TRUE,1
Ronwen Williams,Goalkeeper,30,1.3,South Africa,DStv Premiership,SuperSport United,South Africa,DStv Premiership,Mamelodi Sundowns FC,0,FALSE,0
Tomás Esteves,Right-Back,20,1.3,Portugal,Liga Sabseg,FC Porto B,Italy,Serie B,Pisa Sporting Club,0,TRUE,0
Marco Mancosu,Attacking Midfield,33,1.3,Italy,Serie B,SPAL,Italy,Serie B,Cagliari Calcio,0,FALSE,1
Luca Vignali,Right-Back,26,1.3,Italy,Serie A,Spezia Calcio,Italy,Serie B,Como 1907,0,FALSE,0
Yeison Gordillo,Defensive Midfield,30,1.3,Argentina,Liga Profesional,CA San Lorenzo de Almagro,Colombia,Liga DIMAYOR II,Junior FC,0,FALSE,0
Axel Bamba,Centre-Back,23,1.3,France,Ligue 2,Paris FC,Spain,LaLiga2,Sporting Gijón,0,FALSE,0
Bright Arrey-Mbi,Centre-Back,19,1.3,Germany,Bundesliga,Bayern Munich,Germany,2. Bundesliga,Hannover 96,0,TRUE,1
Amir Richardson,Central Midfield,20,1.3,France,Ligue 2,AC Le Havre,France,Ligue 1,Stade Reims,0,FALSE,1
Amir Richardson,Central Midfield,20,1.3,France,Ligue 1,Stade Reims,France,Ligue 2,AC Le Havre,0,TRUE,0
Jacopo Da Riva,Central Midfield,21,1.3,Italy,Serie A,Atalanta BC,Italy,Serie B,Como 1907,0,TRUE,0
Dzenan Pejcinovic,Centre-Forward,17,0,Germany,U19-BL S/SW,FC Augsburg U19,Germany,Bundesliga,VfL Wolfsburg,1.25,FALSE,1
Rildo,Attacking Midfield,22,0.45,Brazil,Série B,Grêmio Foot-Ball Porto Alegrense,Portugal,Liga Portugal,CD Santa Clara,1.25,FALSE,0
Craig Goodwin,Left Winger,30,1.25,Saudi Arabia,Professional League,Abha Club,Australia,A-League Men,Adelaide United,0,FALSE,0
Nuno Da Costa,Centre-Forward,31,1.2,England,Premier League,Nottingham Forest,France,Ligue 1,AJ Auxerre,2,FALSE,0
Kings Kangwa,Central Midfield,23,1.2,Russia,1.Division,Arsenal Tula,Serbia,Super liga Srbije,Red Star Belgrade,1.5,FALSE,0
Jonathan Asp,Central Midfield,16,0,Denmark,Without League,FC Midtjylland Youth,Germany,U17-Bundesliga Süd/Südwest,FC Bayern Munich U17,1.2,FALSE,0
Krystof Danek,Attacking Midfield,19,0.9,Czech Republic,Fortuna Liga,SK Sigma Olomouc,Czech Republic,Fortuna Liga,AC Sparta Prague,1.2,FALSE,0
Eduardo Santos,Centre-Back,24,0.8,Czech Republic,FNL,MFK Karvina,Czech Republic,Fortuna Liga,SK Slavia Prague,1.2,FALSE,0
Olakunle Olusegun,Left Winger,20,0.7,Bulgaria,efbet Liga,Botev Plovdiv,Russia,Premier Liga,FK Krasnodar,1.2,FALSE,0
Martin Ádám,Centre-Forward,27,0.9,Hungary,NB I.,Paksi FC,"Korea, South",K League 1,Ulsan Hyundai,1.2,FALSE,0
Sebastian Sebulonsen,Right-Back,22,0.9,Norway,Eliteserien,Viking Stavanger,Denmark,Superligaen,Bröndby IF,1.2,FALSE,0
Andrija Novakovich,Centre-Forward,25,1,Italy,Serie B,Frosinone Calcio,Italy,Serie B,Venezia FC,1.2,FALSE,1
Hugo Moura,Defensive Midfield,24,1,Brazil,Série A,Clube de Regatas do Flamengo,Brazil,Série A,Club Athletico Paranaense,1.2,FALSE,0
Leif Davis,Left-Back,22,0.8,England,Premier League,Leeds United,England,League One,Ipswich Town,1.2,FALSE,0
Isak Dybvik Määttä,Left-Back,20,0.5,Norway,Eliteserien,Aalesunds FK,Netherlands,Eredivisie,FC Groningen,1.2,FALSE,0
Philippe Keny,Centre-Forward,23,1.2,Turkey,1.Lig,Bandirmaspor,Turkey,Süper Lig,Basaksehir FK,1.2,FALSE,0
Will Lankshear,attack,17,0,England,Without League,Sheffield United U18,England,U18 Premier League,Tottenham Hotspur U18,1.2,FALSE,0
Emmanuel Martínez,Left Winger,28,1.2,Ecuador,Serie A Segunda Etapa,Barcelona SC Guayaquil,Brazil,Série A,América Futebol Clube (MG),1.17,FALSE,0
Giuseppe Caso,Left Winger,23,1.2,Italy,Serie B,Genoa CFC,Italy,Serie B,Frosinone Calcio,1.1,FALSE,0
Corentin Jean,Centre-Forward,26,1.2,France,Ligue 1,RC Lens,United States,MLS,Inter Miami CF,1.09,FALSE,0
Pierre-Yves Hamel,Centre-Forward,28,1.2,France,Ligue 1,FC Lorient,France,Ligue 2,Paris FC,1,FALSE,0
Christoph Daferner,Centre-Forward,24,1.2,Germany,3. Liga,SG Dynamo Dresden,Germany,2. Bundesliga,1.FC Nuremberg,1,FALSE,0
Efthymios Koulouris,Centre-Forward,26,1.2,Greece,Super League 1,Atromitos Athen,Austria,Bundesliga,LASK,1,FALSE,0
André Silva,Centre-Forward,25,1.2,Portugal,Liga Portugal,FC Arouca,Portugal,Liga Portugal,Vitória Guimarães SC,1,FALSE,0
Astrit Selmani,Centre-Forward,25,1.2,Sweden,Allsvenskan,Hammarby IF,Israel,Ligat ha'Al,Hapoel Beer Sheva,1,FALSE,0
Jordy de Wijs,Centre-Back,27,1.2,England,Championship,Queens Park Rangers,Germany,2. Bundesliga,Fortuna Düsseldorf,0.9,FALSE,0
Asger Sörensen,Centre-Back,26,1.2,Germany,2. Bundesliga,1.FC Nuremberg,Czech Republic,Fortuna Liga,AC Sparta Prague,0.8,FALSE,0
Ewoud Pletinckx,Centre-Back,21,1.2,Belgium,Jupiler Pro League,SV Zulte Waregem,Belgium,Jupiler Pro League,Oud-Heverlee Leuven,0.75,FALSE,0
Alasana Manneh,Central Midfield,24,1.2,Poland,Ekstraklasa,Górnik Zabrze,Denmark,Superligaen,Odense Boldklub,0.6,FALSE,0
Lazar Tufegdzic,Attacking Midfield,25,1.2,Serbia,Super liga Srbije,FK Spartak Subotica,Bulgaria,efbet Liga,CSKA-Sofia,0.5,FALSE,0
Shion Homma,Left Midfield,21,1.2,Japan,J2 League,Albirex Niigata,Belgium,Challenger Pro League,Club NXT,0.5,FALSE,0
Jhonatan Candia,Centre-Forward,27,1.2,Argentina,Liga Profesional,CA Huracán,Argentina,Liga Profesional,CA Rosario Central,0.48,FALSE,0
Ismael Tajouri-Shradi,Right Winger,28,1.2,United States,MLS,Los Angeles FC,United States,MLS,New England Revolution,0.364,FALSE,0
Jan-Niklas Beste,Left-Back,23,1.2,Germany,Bundesliga,SV Werder Bremen,Germany,2. Bundesliga,1.FC Heidenheim 1846,0.35,FALSE,0
Jhon Vásquez,Right Winger,27,1.2,Colombia,Liga DIMAYOR II,Deportivo Cali,Brazil,Série A,Ceará Sporting Club,0.3,TRUE,0
Irakli Azarovi,Left-Back,20,1.2,Georgia,Crystalbet Erovnuli Liga,Dinamo Batumi,Serbia,Super liga Srbije,Red Star Belgrade,0.3,FALSE,0
Vadim Rata,Central Midfield,29,1.2,Romania,SuperLiga,FC Voluntari,Romania,SuperLiga,FCSB,0.3,FALSE,0
Mehdi Ghayedi,Left Winger,23,1.2,United Arab Emirates,UAE Pro League,FC Shabab Al-Ahli Dubai,Iran,Persian Gulf Pro League,Esteghlal FC,0.3,TRUE,0
Moussa Sissako,Centre-Back,21,1.2,Belgium,Jupiler Pro League,Standard Liège,Russia,Premier Liga,FC Sochi,0.3,FALSE,0
Adrian Gryszkiewicz,Centre-Back,22,1.2,Poland,Ekstraklasa,Górnik Zabrze,Germany,2. Bundesliga,SC Paderborn 07,0.2,FALSE,0
Igor Konovalov,Central Midfield,25,1.2,Russia,1.Division,Rubin Kazan,Russia,Premier Liga,Ural Yekaterinburg,0.12,TRUE,0
Théo Sainte-Luce,Left-Back,23,1.2,France,Ligue 2,Nîmes Olympique,France,Ligue 1,Montpellier HSC,0,FALSE,1
Ion Gheorghe,Attacking Midfield,22,1.2,Romania,SuperLiga,FC Voluntari,Romania,SuperLiga,Sepsi OSK Sf. Gheorghe,0,FALSE,0
Ousmane Doumbia,Defensive Midfield,30,1.2,Switzerland,Super League,FC Zürich,Switzerland,Super League,FC Lugano,0,FALSE,0
Mame Diouf,Centre-Forward,34,1.2,Turkey,Süper Lig,Hatayspor,Turkey,Süper Lig,Konyaspor,0,FALSE,0
Romaine Sawyers,Attacking Midfield,30,1.2,England,Championship,West Bromwich Albion,Wales,Championship,Cardiff City,0,FALSE,1
Abraham Marcus,Left Winger,22,1.2,Nigeria,Without League,Remo Stars FC,Portugal,Liga Sabseg,FC Porto B,0,TRUE,0
Luca Sangalli,Central Midfield,27,1.2,Spain,Primera Federación - Gr. II,Real Sociedad B,Spain,LaLiga2,FC Cartagena,0,FALSE,0
Maciej Rybus,Left-Back,32,1.2,Russia,Premier Liga,Lokomotiv Moscow,Russia,Premier Liga,Spartak Moscow,0,FALSE,0
Fernando Navarro,Central Midfield,33,1.2,Mexico,Liga MX Apertura,Club León FC,Mexico,Liga MX Apertura,Deportivo Toluca,0,FALSE,0
Joel Fameyeh,Centre-Forward,25,1.2,Russia,Premier Liga,FK Orenburg,Russia,1.Division,Rubin Kazan,0,FALSE,0
Jaroslav Zeleny,Left-Back,29,1.2,Czech Republic,Fortuna Liga,FK Jablonec,Czech Republic,Fortuna Liga,AC Sparta Prague,0,FALSE,0
Moussa Doumbia,Left Winger,27,1.2,France,Ligue 1,Stade Reims,France,Ligue 2,FC Sochaux-Montbéliard,0,FALSE,0
Edgar Méndez,Right Winger,32,1.2,Spain,LaLiga2,Deportivo Alavés,Mexico,Liga MX Apertura,Club Necaxa,0,FALSE,0
Ben Woodburn,Attacking Midfield,22,1.2,England,Premier League,Liverpool FC,England,Championship,Preston North End,0,FALSE,0
Adrián Aldrete,Left-Back,34,1.2,Mexico,Liga MX Apertura,CD Cruz Azul,Mexico,Liga MX Apertura,UNAM Pumas,0,FALSE,0
Dylan Chambost,Attacking Midfield,24,1.2,France,Ligue 1,ESTAC Troyes,France,Ligue 2,AS Saint-Étienne,0,FALSE,0
Josh Vela,Central Midfield,28,1.2,England,League One,Shrewsbury Town,England,League One,Fleetwood Town,0,FALSE,0
Stratos Svarnas,Centre-Back,24,1.2,Greece,Super League 1,AEK Athens,Poland,Ekstraklasa,Rakow Czestochowa,0,TRUE,0
Haris Vuckic,Centre-Forward,29,1.2,Spain,LaLiga2,Real Zaragoza,Croatia,SuperSport HNL,HNK Rijeka,0,FALSE,0
Nemanja Nikolic,Centre-Forward,29,1.2,Serbia,Super liga Srbije,FK Spartak Subotica,Serbia,Super liga Srbije,FK Vojvodina Novi Sad,0,FALSE,0
Yann Bodiger,Central Midfield,27,1.2,Spain,LaLiga2,FC Cartagena,Spain,LaLiga2,Granada CF,0,FALSE,0
Mehdi Chahiri,Left Winger,25,1.2,France,Ligue 1,RC Strasbourg Alsace,France,Ligue 2,Paris FC,0,TRUE,0
Erik Durm,Right-Back,30,1.2,Germany,Bundesliga,Eintracht Frankfurt,Germany,2. Bundesliga,1.FC Kaiserslautern,0,FALSE,0
Kevin Castañeda,Attacking Midfield,22,1.2,Mexico,Liga MX Apertura,Deportivo Toluca,Mexico,Liga MX Apertura,Club Tijuana,0,FALSE,0
Anthony Briançon,Centre-Back,27,1.2,France,Ligue 2,Nîmes Olympique,France,Ligue 2,AS Saint-Étienne,0,FALSE,0
Heinz Lindner,Goalkeeper,31,1.2,Switzerland,Super League,FC Basel 1893,Switzerland,Super League,FC Sion,0,FALSE,0
Filip Kiss,Defensive Midfield,31,1.2,Saudi Arabia,Professional League,Ettifaq FC,United Arab Emirates,UAE Pro League,Al-Ittihad Kalba SC,0,FALSE,0
Christian Dalle Mura,Centre-Back,20,1.2,Italy,Serie A,ACF Fiorentina,Italy,Serie B,SPAL,0,TRUE,0
Sergiy Bolbat,Right-Back,29,1.2,Ukraine,Premier Liga,Shakhtar Donetsk,Ukraine,Premier Liga,Kolos Kovalivka,0,FALSE,0
Arthur Desmas,Goalkeeper,28,1.2,France,Ligue 1,Clermont Foot 63,France,Ligue 2,AC Le Havre,0,FALSE,0
Svetozar Markovic,Centre-Back,22,1.2,Greece,Super League 1,Olympiacos Piraeus,Serbia,Super liga Srbije,FK Partizan Belgrade,0,FALSE,0
Younes Namli,Attacking Midfield,28,1.2,Russia,Premier Liga,FK Krasnodar,Netherlands,Eredivisie,Sparta Rotterdam,0,FALSE,0
Daan Heymans,Attacking Midfield,23,1.2,Italy,Serie B,Venezia FC,Belgium,Jupiler Pro League,RSC Charleroi,0,FALSE,0
Luca Valzania,Central Midfield,26,1.2,Italy,Serie A,Atalanta BC,Italy,Serie A,US Cremonese,0,FALSE,0
Dan N'Lundulu,Centre-Forward,23,1.2,England,Premier League,Southampton FC,England,League One,Cheltenham Town,0,TRUE,0
Levent Mercan,Attacking Midfield,21,1.2,Germany,Bundesliga,FC Schalke 04,Turkey,Süper Lig,Fatih Karagümrük,0,FALSE,0
Clinton N'Jie,Right Winger,28,1.2,Russia,Premier Liga,Dynamo Moscow,Turkey,Süper Lig,Sivasspor,0,FALSE,0
Higor Meritão,Defensive Midfield,28,1.2,Brazil,Paulistão A1 - Primeira fase,Associação Ferroviária de Esportes (SP),Mexico,Liga MX Apertura,UNAM Pumas,0,FALSE,0
Favio Álvarez,Attacking Midfield,29,1.2,Mexico,Liga MX Apertura,UNAM Pumas,Argentina,Liga Profesional,Club Atlético Talleres,0,TRUE,0
César Haydar,Centre-Back,21,1.2,Brazil,Série A,Red Bull Bragantino,Colombia,Liga DIMAYOR II,Junior FC,0,TRUE,0
Pawel Wszolek,Right Winger,30,1.2,Germany,Bundesliga,1.FC Union Berlin,Poland,Ekstraklasa,Legia Warszawa,0,FALSE,0
Jonas Bager,Centre-Back,25,1.2,Belgium,Jupiler Pro League,Royale Union Saint Gilloise,Belgium,Jupiler Pro League,RSC Charleroi,0,FALSE,0
Enriko Papa,Central Midfield,29,1.2,Romania,SuperLiga,FC Botosani,Turkey,1.Lig,Caykur Rizespor,0,FALSE,0
Fabricio Domínguez,Central Midfield,24,1.2,Argentina,Liga Profesional,Racing Club,Argentina,Liga Profesional,Defensa y Justicia,0,TRUE,0
Joe Allen,Central Midfield,32,1.2,England,Championship,Stoke City,Wales,Championship,Swansea City,0,FALSE,1
Jon Guridi,Central Midfield,27,1.2,Spain,LaLiga,Real Sociedad,Spain,LaLiga2,Deportivo Alavés,0,FALSE,0
Varazdat Haroyan,Centre-Back,29,1.2,Spain,LaLiga,Cádiz CF,Cyprus,Protathlima Cyta,Anorthosis Famagusta,0,FALSE,0
Casimir Ninga,Left Winger,29,1.2,France,Ligue 1,Angers SCO,Cyprus,Protathlima Cyta,Anorthosis Famagusta,0,FALSE,0
Federico Macheda,Centre-Forward,30,1.2,Greece,Super League 1,Panathinaikos Athens,Turkey,Süper Lig,MKE Ankaragücü,0,FALSE,0
Robert Bozenik,Centre-Forward,22,1.2,Netherlands,Eredivisie,Feyenoord Rotterdam,Portugal,Liga Portugal,Boavista FC,0,TRUE,0
Farouk Miya,Attacking Midfield,24,1.2,Ukraine,Premier Liga,PFK Lviv,Turkey,1.Lig,Caykur Rizespor,0,FALSE,0
Brandon Thomas,Centre-Forward,27,1.2,Spain,LaLiga2,Málaga CF,Greece,Super League 1,PAOK Thessaloniki,0,FALSE,0
Youssef Msakni,Left Winger,31,1.2,Qatar,Stars League,Al-Duhail SC,Qatar,Stars League,Al-Arabi SC,0,TRUE,0
Esteban Burgos,Centre-Back,30,1.2,Spain,LaLiga2,SD Eibar,Spain,LaLiga2,Málaga CF,0,FALSE,0
Ousseynou Thioune,Central Midfield,28,1.2,France,Ligue 2,FC Sochaux-Montbéliard,France,Ligue 2,Dijon FCO,0,FALSE,0
Kevin Rüegg,Right-Back,23,1.2,Italy,Serie A,Hellas Verona,Switzerland,Super League,BSC Young Boys,0,TRUE,0
Mohamed Rayhi,Left Winger,28,1.2,Saudi Arabia,Professional League,Al-Batin FC,United Arab Emirates,UAE Pro League,Al-Dhafra FC,0,FALSE,0
Sonny Perkins,Centre-Forward,18,1.2,England,Premier League 2,West Ham United U21,England,Premier League 2,Leeds United U21,0,FALSE,0
Oriol Busquets,Defensive Midfield,23,1.2,France,Ligue 1,Clermont Foot 63,Portugal,Liga Portugal,FC Arouca,0,FALSE,0
Muamer Tankovic,Left Winger,27,1.2,Greece,Super League 1,AEK Athens,Cyprus,Protathlima Cyta,Pafos FC,0,FALSE,0
Mo Dauda,Left Winger,24,1.2,Belgium,Jupiler Pro League,RSC Anderlecht,Spain,LaLiga2,CD Tenerife,0,TRUE,0
Tarek Hamed,Defensive Midfield,33,1.2,Egypt,Premier League,Zamalek SC,Saudi Arabia,Professional League,Al-Ittihad Club (Jeddah),0,FALSE,0
Luiz Gustavo,Defensive Midfield,35,1.2,Turkey,Süper Lig,Fenerbahce,Saudi Arabia,Professional League,Al-Nassr Riad,0,FALSE,0
Isaac Sackey,Defensive Midfield,28,1.2,Turkey,Süper Lig,Hatayspor,Turkey,Süper Lig,Ümraniyespor,0,FALSE,0
Ignasi Miquel,Centre-Back,29,1.2,Spain,LaLiga,Getafe CF,Spain,LaLiga2,Granada CF,0,FALSE,0
Julio Tavarès,Centre-Forward,33,1.2,Saudi Arabia,Without League,Al-Faisaly FC,Saudi Arabia,Professional League,Al-Raed,0,FALSE,0
Sarpreet Singh,Attacking Midfield,23,1.2,Germany,Regionalliga Bayern,FC Bayern Munich II,Germany,2. Bundesliga,SSV Jahn Regensburg,0,TRUE,0
Jesús Trindade,Defensive Midfield,29,1.2,Mexico,Liga MX Apertura,CF Pachuca,Brazil,Série A,Coritiba Foot Ball Club,0,TRUE,0
Lisandro Alzugaray,Right Winger,32,1.2,Ecuador,Serie A Segunda Etapa,CD Universidad Católica,Saudi Arabia,Without League,Al-Ahli Saudi FC,0,FALSE,0
Nathan Byrne,Right-Back,30,1.2,England,League One,Derby County,United States,MLS,Charlotte FC,0,FALSE,0
Lukas Klünter,Right-Back,26,1.2,Germany,Bundesliga,Hertha BSC,Germany,2. Bundesliga,Arminia Bielefeld,0,FALSE,1
Ali Akman,Centre-Forward,20,1.2,Germany,Bundesliga,Eintracht Frankfurt,Turkey,1.Lig,Göztepe,0,TRUE,0
Luccas Claro,Centre-Back,30,1.2,Brazil,Série A,Fluminense Football Club,Turkey,1.Lig,Eyüpspor,0,FALSE,0
Mohamed Ounajem,Right Winger,30,1.2,Egypt,Premier League,Zamalek SC,Morocco,Botola Pro Inwi,Wydad Casablanca,0,FALSE,0
Getulio,Centre-Forward,25,1.2,Brazil,Série B,Tombense Futebol Clube (MG),Japan,J2 League,Ventforet Kofu,0,TRUE,0
Nikola Maras,Centre-Back,26,1.2,Spain,LaLiga,UD Almería,Spain,LaLiga2,Deportivo Alavés,0,TRUE,0
N'Dri Philippe Koffi,Centre-Forward,20,1.2,France,Ligue 1,Stade Reims,Portugal,Liga Portugal,FC Paços de Ferreira,0,TRUE,0
Artur Ionita,Central Midfield,31,1.2,Italy,Serie B,Benevento Calcio,Italy,Serie B,Pisa Sporting Club,0,FALSE,0
Andreas Voglsammer,Centre-Forward,30,1.2,Germany,Bundesliga,1.FC Union Berlin,England,Championship,Millwall FC,0,FALSE,0
Ashley Fletcher,Centre-Forward,26,1.2,England,Championship,Watford FC,England,Championship,Wigan Athletic,0,TRUE,0
Rúnar Alex Rúnarsson,Goalkeeper,27,1.2,England,Premier League,Arsenal FC,Turkey,Süper Lig,Alanyaspor,0,TRUE,0
Majeed Waris,Centre-Forward,30,1.2,France,Ligue 1,RC Strasbourg Alsace,Cyprus,Protathlima Cyta,Anorthosis Famagusta,0,FALSE,0
Mark McGuinness,Centre-Back,21,1.2,Wales,Championship,Cardiff City,England,League One,Sheffield Wednesday,0,TRUE,0
Sambou Soumano,Centre-Forward,21,1.2,France,Ligue 1,FC Lorient,Belgium,Jupiler Pro League,KAS Eupen,0,TRUE,0
Aleksander Buksa,Centre-Forward,19,1.2,Italy,Serie B,Genoa CFC,Belgium,Jupiler Pro League,Oud-Heverlee Leuven,0,TRUE,0
Sokol Cikalleshi,Centre-Forward,32,1.2,Turkey,Süper Lig,Konyaspor,Saudi Arabia,Professional League,Al-Khaleej,0,TRUE,0
Jens Toornstra,Attacking Midfield,33,1.2,Netherlands,Eredivisie,Feyenoord Rotterdam,Netherlands,Eredivisie,FC Utrecht,0,FALSE,0
Damien Le Tallec,Defensive Midfield,32,1.2,Greece,Super League 1,AEK Athens,Russia,Premier Liga,Torpedo Moscow,0,FALSE,0
Cyrus Christie,Right-Back,29,1.2,England,Premier League,Fulham FC,England,Championship,Hull City,0,FALSE,1
Anthony Musaba,Right Winger,21,1.2,Monaco,Ligue 1,AS Monaco,France,Ligue 2,FC Metz,0,TRUE,0
Aslak Witry,Right-Back,26,1.2,Netherlands,Eredivisie,AZ Alkmaar,Bulgaria,efbet Liga,Ludogorets Razgrad,0,FALSE,0
Dereck Kutesa,Left Winger,24,1.2,France,Ligue 1,Stade Reims,Switzerland,Super League,Servette FC,0,FALSE,0
Karim Ansarifard,Centre-Forward,32,1.2,Greece,Super League 1,AEK Athens,Cyprus,Protathlima Cyta,Omonia Nicosia,0,FALSE,0
Luca Valzania,Central Midfield,26,1.2,Italy,Serie A,US Cremonese,Italy,Serie B,SPAL,0,TRUE,0
Heri,Right Winger,25,1.2,Portugal,Liga Portugal,FC Famalicão,Spain,LaLiga2,SD Ponferradina,0,TRUE,0
Melayro Bogarde,Defensive Midfield,20,1.2,Germany,Bundesliga,TSG 1899 Hoffenheim,Netherlands,Keuken Kampioen Divisie,PEC Zwolle,0,TRUE,0
Alfred N'Diaye,Defensive Midfield,32,1.2,Saudi Arabia,Professional League,Al-Shabab Club (Riyadh),Spain,LaLiga2,Málaga CF,0,FALSE,0
Gabriel Fuentes,Left-Back,25,1.2,Colombia,Liga DIMAYOR II,Junior FC,Spain,LaLiga2,Real Zaragoza,0,TRUE,0
Jason Berthomier,Attacking Midfield,32,1.2,France,Ligue 1,Clermont Foot 63,France,Ligue 2,Valenciennes FC,0,FALSE,0
Luca Palmiero,Defensive Midfield,26,1.2,Italy,Serie A,SSC Napoli,Italy,Serie C - C,Delfino Pescara 1936,0,FALSE,0
Elio Capradossi,Centre-Back,26,1.2,Italy,Serie A,Spezia Calcio,Italy,Serie B,Cagliari Calcio,0,FALSE,1
Vadim Rata,Central Midfield,29,1.2,Romania,SuperLiga,FCSB,Romania,SuperLiga,FC Voluntari,0,FALSE,0
Derrick Luckassen,Centre-Back,27,1.2,Netherlands,Eredivisie,PSV Eindhoven,Israel,Ligat ha'Al,Maccabi Tel Aviv,0,FALSE,0
Kazimcan Karatas,Left-Back,19,0.95,Turkey,1.Lig,Altay SK,Turkey,Süper Lig,Galatasaray,1.14,FALSE,1
Alberto Paleari,Goalkeeper,29,1,Italy,Serie B,Genoa CFC,Italy,Serie B,Benevento Calcio,1.1,FALSE,0
Albert Vallci,Right-Back,27,1,Austria,Bundesliga,Red Bull Salzburg,Switzerland,Super League,FC St. Gallen 1879,1.1,FALSE,0
Valentin Costache,Left Winger,23,1.1,Romania,SuperLiga,CFR Cluj,Romania,SuperLiga,FC Rapid 1923,0.1,FALSE,0
Tolga Cigerci,Defensive Midfield,30,1.1,Turkey,Süper Lig,Basaksehir FK,Turkey,Süper Lig,MKE Ankaragücü,0,FALSE,0
Dogan Erdogan,Defensive Midfield,25,1.1,Turkey,Süper Lig,Gaziantep FK,Netherlands,Eredivisie,Fortuna Sittard,0,FALSE,0
Baldomero Perlaza,Central Midfield,30,1.1,Colombia,Liga DIMAYOR II,Atlético Nacional,Argentina,Liga Profesional,CA Colon,0,FALSE,0
Alpaslan Öztürk,Centre-Back,28,1.1,Turkey,Süper Lig,Galatasaray,Turkey,1.Lig,Eyüpspor,0,TRUE,0
Rafael Carrascal,Central Midfield,29,1.1,Colombia,Liga DIMAYOR II,CD América de Cali,Paraguay,Primera División Clausura,Club Cerro Porteño,0,FALSE,0
Isaque,Attacking Midfield,25,1.1,Brazil,Série B,Grêmio Foot-Ball Porto Alegrense,Brazil,Série B,Guarani Futebol Clube (SP),0,TRUE,0
Willian Maranhão,Defensive Midfield,26,1.1,Brazil,Série A,Santos FC,Brazil,Série A,Atlético Clube Goianiense,0,TRUE,0
Luca Vido,Centre-Forward,25,1.1,Italy,Serie A,Atalanta BC,Italy,Serie B,Palermo FC,0,TRUE,0
Andreas Hansen,Goalkeeper,26,0.3,Denmark,Superligaen,Aalborg BK,Denmark,Superligaen,FC Nordsjaelland,1.08,FALSE,0
Mohamed Sobhi,Goalkeeper,23,0.5,Egypt,Premier League,Zamalek SC,Egypt,Premier League,Pharco FC,1.04,FALSE,0
Josué Colmán,Left Winger,23,1,Paraguay,Primera División Clausura,Club Guaraní,Mexico,Liga MX Apertura,Mazatlán FC,2.1,FALSE,0
Carlton Morris,Centre-Forward,26,1,England,League One,Barnsley FC,England,Championship,Luton Town,2,FALSE,0
Oliver Zandén,Left-Back,20,1,Sweden,Allsvenskan,IF Elfsborg,France,Ligue 1,FC Toulouse,1.5,FALSE,0
Pawel Jaroszynski,Left-Back,27,0.6,Italy,Serie B,Genoa CFC,Italy,Serie A,US Salernitana 1919,1,FALSE,1
Marko Divkovic,Centre-Forward,23,0.7,Slovakia,Fortuna Liga,DAC Dunajska Streda,Denmark,Superligaen,Bröndby IF,1,FALSE,0
Jayson Molumby,Central Midfield,22,1,England,Premier League 2,Brighton & Hove Albion U21,England,Championship,West Bromwich Albion,1,FALSE,1
Lyle Foster,Centre-Forward,21,0.8,Portugal,Without League,Vitória Guimarães SC B,Belgium,Jupiler Pro League,KVC Westerlo,1,FALSE,0
Aziz,Centre-Forward,23,1,Portugal,Liga Portugal,Vitória Guimarães SC,Portugal,Liga Portugal,Rio Ave FC,1,FALSE,0
Noel Aseko,Defensive Midfield,16,0,Germany,U17-Bundesliga Nord/Nordost,Hertha BSC U17,Germany,U19-BL S/SW,FC Bayern Munich U19,1,FALSE,0
Anton Kade,Left Winger,18,0.75,Germany,Bundesliga,Hertha BSC,Switzerland,Super League,FC Basel 1893,1,FALSE,0
